objectives;variables;evaluation_time;algorithm_time
[3.80145571200001, -2.40046267];[5.0, 5.0, 5.0, -5.0, -5.0, -5.0, 5.0, 3.7933176477396646, -5.0, 5.0];173.372.263.199.999;18.321.981.199.958.800
[3.862763424000007, -2.4999999999995035];[2.432824494323161, -4.807882923633602, 4.954674197212727, 2.7145884094885586, -1.8298083914413081, 2.951917238593551, -1.7254863214997762, 1.8928371368926031, 1.5755114520101472, 3.472463302097699];1.661.305.467.999.770;18.321.981.199.958.800
[3.5208041040000055, -2.4999999999987828];[-2.188701620319628, 3.2517878804349607, -2.9002719373990713, -3.3035083951302635, 1.3247875219242369, -0.9262214693573023, 4.884157460057994, -2.3775511701571905, 1.2455754356592843, -3.209840720736256];17.104.471.609.997.500;18.321.981.199.958.800
[3.5150686560000004, -2.499999999999249];[-4.488836918021008, -1.7496858444074448, -0.4667657428970333, -2.823160299832454, 4.582316195781477, -3.9825993775728525, 2.45904901983738, 0.7043187319325099, -0.43176545741537353, 1.7317942620884121];16.887.722.209.998.100;18.321.981.199.958.800
[3.826085112000013, -2.0585068];[4.999999999376399, -3.8655649404351413, 5.0, 4.999999998472328, -5.0, -1.587664046078122, 3.388563385457031, 4.999999999899325, -0.9499212243165918, -2.051834441150926];16.659.005.659.999.000;4.546.449.999.965.260
[3.7340077680000086, -2.4999999999964446];[-2.3272039661629695, 4.354183414906714, -5.0, 2.701052498791423, -3.2884420962716345, 0.4501146745215774, 4.54686830017163, 2.7262175115380245, -2.89923896768893, 4.407172281585961];16.646.363.509.999.300;4.546.449.999.965.260
[3.202090056000001, -2.499999999999137];[-2.9415063565002857, -5.0, -3.5489584739397326, -2.707332428878874, 0.5489716806791005, -2.5363036975048416, -2.8928051247585556, -3.006226680912215, 1.208261915276875, 1.9208278155196332];1.679.805.879.999.760;4.546.449.999.965.260
[3.565014984000012, -2.1396577];[-4.861849979002306, -0.6650826692185463, 2.0726335246935186, -3.5450422693834778, 4.955020858237361, 3.4148396950359565, -2.936741974969428, -1.135982963261621, -2.479835284833184, 3.029037008220051];1.690.410.714.999.880;4.546.449.999.965.260
[3.8275200000000007, -2.295745];[5.0, 5.0, 5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0, -5.0];17.113.514.919.998.100;4.546.449.999.965.260
[3.998378376000006, -2.49999999999859];[1.1200964637360773, -3.3453247211542116, 3.4268941567095723, 1.3057017314276562, 3.35252002056826, 2.770967997087971, -1.36174128622164, 4.317243314070707, 3.434722583197221, 2.889073278984247];15.996.656.880.003.800;13.377.180.000.010.400
[3.46064551200001, -1.618099];[4.128447194024233, -2.4166231028334497, -2.8918200747400826, 0.9156455677081041, -2.1947237715560104, -3.4550773377993416, -3.4651293084938413, -3.1296794150729084, 4.960401791738111, 0.5636413752449148];1.708.290.308.000.280;13.377.180.000.010.400
[3.3698322000000056, -2.1908323];[-5.0, 4.925676226295089, -5.0, -5.0, -5.0, -5.0, -5.0, 5.0, 3.8850688549584564, 5.0];17.170.790.509.996.000;13.377.180.000.010.400
[3.538521720000007, -2.4999999999989204];[-2.3730549993774526, -4.860449447148885, 0.7494062989138328, 3.4188638498367787, 0.42999244004638637, -1.0819779348837644, -2.0017404478316836, 4.7803544350817155, 1.1578175642217179, -3.5987775929694137];16.726.599.949.999.900;13.377.180.000.010.400
[3.72767421600001, -1.691348];[5.0, -5.0, -5.0, 5.0, 5.0, 0.3775130759901799, -5.0, 5.0, -5.0, 5.0];17.408.260.179.997.800;13.377.180.000.010.400
[3.7388882880000085, -1.310344];[-5.0, 5.0, 5.0, -5.0, -5.0, 5.0, 5.0, 5.0, 0.8966692844252862, -5.0];16.208.648.490.003.500;23.815.536.100.009.900
[3.6212151600000104, -1.6810794];[-4.312866262362746, 4.65210725945183, -4.279778832268316, 4.651541449629317, 1.2761356549278, 3.8585693048523257, -0.04155903485522838, -3.7040394344487297, 0.20926188322849892, -1.8605213157424179];1.635.116.666.999.520;23.815.536.100.009.900
[2.963520000000011, -2.4999999999891878];[-5.0, 5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 5.0, -5.0, -5.0];17.372.894.690.005.300;23.815.536.100.009.900
[3.708213912000005, -2.4999999999992264];[-0.8928648196028419, -2.5070501770835345, 3.163699666035164, -0.7090188004052482, -3.459407817570757, 1.4827520493612498, 4.547396544365991, 4.719737535293289, 1.5734241343484632, -3.442096821975066];16.372.801.009.996.300;23.815.536.100.009.900
[3.712500216000003, -2.4999999999983387];[4.65145302937821, -1.02218197658806, -0.2576532028638887, -2.5195826869427527, 0.6857734825488375, 1.0805359576055746, -3.949415972458438, 2.690051170017089, 0.6158759071924145, 2.700151056041914];16.361.480.680.003.200;23.815.536.100.009.900
[3.4088517360000017, -2.2959633999999998];[-5.0, -5.0, -4.960254299040961, 1.404602561908744, 5.0, -5.0, 5.0, 5.0, -0.827143074984078, -5.0];17.037.583.680.002.700;48.972.186.399.973
[3.7750585680000057, -2.4999999999992895];[-1.5825856574358816, -5.0, 5.0, 5.0, -5.0, 5.0, -4.475472914704499, 2.7433686486692634, 5.0, 0.8859137895866986];1.684.762.828.000.230;48.972.186.399.973
[3.6348583680000104, -1.7604605];[3.5439223518814185, -5.0, 5.0, -5.0, -0.2530598528755972, 5.0, 3.2893762516573926, -5.0, 4.500247275112317, -5.0];17.753.039.819.997.500;48.972.186.399.973
[3.7062301680000074, -2.4999999999974123];[5.0, 5.0, -5.0, -5.0, 5.0, -5.0, 2.138056793005787, -3.4226853944500037, 0.6693533071166229, 5.0];17.662.962.439.999.600;48.972.186.399.973
[3.5430702480000047, -2.2582152];[0.48886528684150754, 1.5822073055976151, 0.8906241502327763, 0.0640911857014057, 2.781461616226175, -1.4703852637141628, -1.1187378892313422, -4.803029534484473, 1.8119400217972714, -3.3960286843538787];1.749.088.580.000.090;48.972.186.399.973
[3.6920411280000067, -2.4999999999973146];[4.531168085814301, -0.9187912828969278, -0.674135142110682, -2.152453009148849, 1.1236129805433084, 0.7457852054838812, -4.15396309736016, 2.5199778991040347, 0.29891094300651755, 2.407712014162021];16.274.069.110.001.400;21.270.930.400.001.800
[3.177234504000009, -2.3085448];[-5.0, 4.894193407301431, -5.0, -5.0, -5.0, -5.0, 5.0, 5.0, -5.0, -5.0];16.581.072.079.995.600;21.270.930.400.001.800
[3.17992176000001, -2.4999999999980003];[-0.09201797003592116, -5.0, -0.5875585493214839, -5.0, -5.0, -5.0, 5.0, -5.0, -4.301840363301406, 5.0];16.694.298.900.000.200;21.270.930.400.001.800
[3.547250496000007, -2.4999999999981624];[5.0, -5.0, 5.0, -5.0, -3.2829644584807585, 2.421703083062056, -5.0, 2.8618475162819488, 5.0, -4.976020962610285];1.645.298.971.000.010;21.270.930.400.001.800
[4.108715496000004, -2.3755257];[5.0, 5.0, 5.0, -5.0, -5.0, 4.9033022345748485, -0.39704377216039166, 5.0, 3.5120355670097307, 5.0];157.694.912.499.981;21.270.930.400.001.800
[3.634588584000009, -2.499999999999661];[-5.0, 2.236653074971631, 3.5522586327831718, -3.1808787880568707, -2.6500608010150306, -3.88048860646113, 4.748229785113214, 1.5821644298329565, -1.3398556632294234, 5.0];16.712.049.260.002.000;21.406.343.700.014.900
[3.2696997840000046, -2.497049115];[-5.0, -0.3614241513438108, 2.5201385560632703, -4.035494163586842, -4.58694767199094, 3.100913240690696, -4.401193598172088, -1.7579168780164118, -1.793281570269878, 0.4902083170293121];1.637.784.529.000.050;21.406.343.700.014.900
[3.585798288, -2.0898677];[-5.0, 3.2676900069599117, 5.0, -5.0, 5.0, -5.0, -5.0, 5.0, -2.0742451445939256, 2.6157426719889907];1.751.036.234.999.770;21.406.343.700.014.900
[3.974973048000013, -1.9760045000000002];[-5.0, 5.0, 5.0, -2.6026052128176254, 5.0, -5.0, 5.0, 5.0, -0.5708638557689065, 5.0];16.720.718.349.999.500;21.406.343.700.014.900
[2.9911898160000088, -2.4999999999990776];[-4.606024560415614, -4.799883365409537, -4.329532620935137, 1.8968140960559658, -4.042704741653655, -3.3629346902902624, 1.3056122076301326, -2.07482173704724, -4.475578741773352, -4.229934777209843];17.516.534.750.000.500;21.406.343.700.014.900
[3.485272536000006, -2.4999999999971743];[-0.31217020459663747, 1.5478732409892437, -1.7137269224849856, -2.079427853150033, 1.3618836272442874, -0.5930324295317568, 0.13081849799881606, -2.2020527570704367, -1.9920839170911635, 0.007127794255009867];15.045.580.559.998.000;9.952.966.500.015.460
[3.9876267600000013, -2.385336];[5.0, -5.0, 5.0, 5.0, 2.412355568259815, -5.0, 5.0, 5.0, 5.0, -5.0];1.526.964.028.000.360;9.952.966.500.015.460
[3.3459829920000073, -2.499999999874757];[-4.645196309300567, 1.8745097433841575, -3.3004073898007062, -4.393264146740338, 4.157460067160896, -3.827300850205824, 0.11614010813862397, 2.737106245443467, -1.2910718841806612, -3.721322871945774];15.344.270.190.002.800;9.952.966.500.015.460
[3.1631752800000132, -2.4999999999963207];[-4.856051244270057, -5.0, 3.8382980597271548, 1.6791818443829545, -5.0, -5.0, -0.18687008255430015, -0.8970456491887306, -0.3342312312033062, -5.0];15.169.802.539.999.300;9.952.966.500.015.460
[4.025922912000005, -2.3241456];[5.0, 5.0, -5.0, -5.0, 4.1853273963969055, 5.0, -5.0, 5.0, 5.0, 5.0];15.172.516.309.999.600;9.952.966.500.015.460
[3.8359908720000115, -2.4999999999978213];[2.2028308041105937, 0.967780917350602, 4.84533917697302, 1.5702521684790147, 1.6334319920890161, -3.0372998365860795, 0.36601526302104403, 2.562657101655023, 3.926159326342127, -4.644993857851773];15.581.558.719.999.100;9.242.400.399.991.310
[3.812942160000013, -2.4999999999990083];[-3.235144159221033, 2.632866377700701, 1.414065668322909, -4.412124343714266, 0.8807010740281465, 4.371724229815101, -1.560492972394809, 4.272537471299007, 2.82198436198175, 2.1389789535505965];1.516.422.697.000.080;9.242.400.399.991.310
[3.143993616000013, -2.4999999999967515];[-1.6902083048854482, -3.4923300841038354, -4.386784438982078, -0.5389798333601981, -3.132796546733523, -3.9675627486083207, -1.3912226586330139, -5.0, 0.49538276458273245, 1.4597529877928093];15.880.855.660.000.800;9.242.400.399.991.310
[3.179520000000005, -2.2840548];[5.0, -5.0, -5.0, -5.0, 5.0, -5.0, -5.0, 4.999999999916069, -5.0, -5.0];16.252.335.410.000.500;9.242.400.399.991.310
[3.7502006400000063, -2.0378781];[3.263815538971146, 1.506515173247469, 2.9842518363355994, 0.09449488485117197, -3.2271402329356844, 2.276930212992526, -0.14759554527932028, -3.160960674334681, 2.3900172300774205, 0.44007658957907037];15.673.712.329.997.200;9.242.400.399.991.310
[3.1620058560000026, -2.4999999999591473];[-5.0, 4.18917008995316, -5.0, -5.0, 5.0, -5.0, -5.0, 5.0, -5.0, -5.0];1.773.935.349.000.380;2.105.425.780.004.580
[3.7607250240000027, -2.4999999999986455];[-0.2017249089679769, -2.0060882506730597, -5.0, 5.0, -5.0, -5.0, 5.0, 4.115451335183147, 5.0, 5.0];16.911.789.129.994.500;2.105.425.780.004.580
[2.9448897840000097, -2.4999999999842033];[-5.0, -5.0, 1.9311322206226382, -5.0, -5.0, -5.0, -5.0, 3.157479125611527, -5.0, -0.9511275406100257];17.196.834.630.001.100;2.105.425.780.004.580
[3.3938455680000006, -2.4999999999993463];[-5.0, -4.9626699438026876, 5.0, -5.0, -5.0, -5.0, 5.0, 4.885161864691472, -5.0, 5.0];16.858.392.529.998.600;2.105.425.780.004.580
[3.435355584000002, -1.9357826999999999];[-3.1557586364841947, -5.0, 5.0, -5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 5.0];17.364.260.240.003.900;2.105.425.780.004.580
[3.4094651760000065, -2.4999999999978955];[-5.0, -5.0, -0.8285951874455231, -1.9425951807437531, -5.0, -5.0, 3.9611439687567316, 1.720140671575038, 2.9829529038692515, 4.752548754911144];17.176.449.959.998.700;1.738.545.120.001.070
[3.3732918720000002, -2.499999999996846];[-2.752529831347263, 2.1789089241023856, 4.408452681801897, -5.0, -5.0, -5.0, -0.0546759384205302, -0.01188190078353557, 4.383622534005582, -4.180978864508317];1.753.014.898.999.820;1.738.545.120.001.070
[3.7356968880000037, -2.4999999999989697];[4.445183863131824, 3.3963506158537005, -2.5547147731034525, 0.9932076780954988, -0.35457069088753546, 4.219560054472192, -3.376414538376955, 0.2890133837223541, 0.028230202876157406, -1.3369030066507337];1.741.422.175.000.180;1.738.545.120.001.070
[3.1041195840000038, -2.491646968];[-5.0, -5.0, 5.0, -5.0, -5.0, -5.0, -5.0, 1.5092533656257432, 5.0, -5.0];17.077.019.810.001.300;1.738.545.120.001.070
[3.5150109840000052, -2.499999999995806];[-2.2271252237009707, 0.23724680765002049, 2.5572059770050153, 1.985186245296755, -3.256380204136211, -4.618621990089693, 0.3738908749331138, 1.6337371803735365, -3.1771319638768083, 2.0239747967503527];16.873.340.420.000.000;1.738.545.120.001.070
[3.8733478560000063, -2.49999999999826];[1.5358572787577547, -2.973881153878155, 3.403056698567644, 3.9703011474421164, 1.8855811914101803, 4.885688167600762, -4.617140776420461, 5.0, 2.215958863395265, -3.1837551598373643];16.610.203.509.998.900;8.365.868.700.027.930
[3.3786292320000104, -2.4999999999954703];[5.0, -5.0, -3.13182955882799, 4.396162385417407, -5.0, 2.9536770543857083, -5.0, 5.0, -5.0, -5.0];17.460.844.569.996.600;8.365.868.700.027.930
[3.5727603120000033, -1.7167947];[-1.9818935905194324, 0.4563566613121415, -2.6331345456130686, 5.0, -4.5801038609382685, -1.0111004035460875, 0.16925388381269535, 1.4235704985913857, 0.9184629006840872, 0.44417848574511964];16.652.363.379.998.100;8.365.868.700.027.930
[3.785219424000008, -2.4999999999995555];[0.8244983733964375, -0.17430173403571736, 0.19309193359748011, 1.5689128014197395, -2.6798635359780794, 3.6236904361306586, 2.1475232807312183, -1.9743793210336458, 3.4542931305164597, 1.058199009905863];16.483.046.969.998.300;8.365.868.700.027.930
[3.769113384000003, -1.9779419];[-5.0, 5.0, 2.2959918465663387, 5.0, -5.0, -5.0, 5.0, 5.0, 5.0, -5.0];16.798.413.840.000.200;8.365.868.700.027.930
[3.8609200800000103, -2.4999999999978204];[0.880381844976692, 4.926383965951967, -1.719883561568361, 5.0, -0.46459184668448206, 0.5653998113320222, 1.5878698688686255, 1.3478453474903045, 4.042561980870262, -4.619684974033768];16.961.053.170.001.800;20.655.417.100.002.500
[3.6494184960000062, -2.4999999999851386];[5.0, -5.0, 5.0, -5.0, -5.0, 3.328835265000759, -5.0, -1.574264035886288, 5.0, 5.0];16.627.694.469.998.800;20.655.417.100.002.500
[3.7313768880000016, -2.48618507];[2.2913568945524654, -5.0, 5.0, 4.481187160992475, 0.3414204683092681, 1.1253714798442251, -3.532113424569008, -2.887812827622183, -0.5009851810807122, 4.23052210092057];16.993.105.690.000.800;20.655.417.100.002.500
[3.530980944000006, -2.2151531];[-5.0, 4.85036112761173, -0.5728540244181444, 0.1925962320312946, 0.5202317458104719, -0.7522728026334411, 2.852072255625565, -3.6174537898223686, 1.433046447771103, -3.6344103283207847];16.891.265.329.997.900;20.655.417.100.002.500
[3.7417336560000014, -2.4999999999974114];[5.0, -4.978129235135767, 5.0, -5.0, -5.0, 5.0, -5.0, 5.0, 1.0065361864048663, 5.0];16.775.728.180.003.300;20.655.417.100.002.500
[3.452996736000011, -2.499999999748085];[5.0, -5.0, 5.0, -5.0, -5.0, 5.0, -5.0, 5.0, -2.3390257630201767, -5.0];16.539.282.660.000.000;23.742.191.100.027.400
[3.821891688000012, -2.4816014];[-2.241376511040152, -0.7212762032563189, -2.7931886054474218, -1.4137703930326206, -4.439016230385152, 5.0, 1.360526745130331, 4.9875246474486055, 5.0, 5.0];15.729.210.700.001.500;23.742.191.100.027.400
[3.5693857440000087, -2.4999999999996403];[-5.0, -5.0, -5.0, -5.0, 5.0, 5.0, 5.0, 5.0, 3.049335433204263, -5.0];16.930.706.419.999.400;23.742.191.100.027.400
[3.2775392880000087, -1.5196986];[-2.231410438841251, -2.265624064914321, -0.9452628138327803, -3.6129780529779243, 4.455249857557876, -4.482891140317582, -2.4406507933390893, 2.0415757043813754, -3.0552988317767267, -2.924807661415579];16.650.423.570.000.500;23.742.191.100.027.400
[3.9428791200000064, -2.3262224];[-5.0, 5.0, 3.4934483099403018, -5.0, -5.0, 5.0, 1.8472625753067584, 5.0, 5.0, 5.0];1.623.711.922.999.930;23.742.191.100.027.400
[3.5034329520000074, -2.007114];[5.0, -5.0, 2.196105693463192, 2.7998648596307643, -5.0, -5.0, -5.0, 5.0, -5.0, 5.0];17.411.666.520.003.900;62.522.950.700.018.500
[3.4845597360000093, -2.499999999927043];[4.527549831500689, 4.154324724879707, 3.556625237997439, -3.8253956114576173, 5.0, -4.075155345471631, -3.297020619244263, -3.9932835042874126, -3.6990343924667193, -4.226415878944133];18.552.241.750.003.300;62.522.950.700.018.500
[3.060593856000007, -2.4999999999610076];[-5.0, 5.0, 5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -0.5058475395652557, -5.0];19.374.756.310.001.200;62.522.950.700.018.500
[3.4306770240000035, -1.8807005];[-2.6351069251191124, 1.0028751478636284, 1.4927358268101276, -3.099179960457855, -2.0299317563351553, -3.2067125186745757, 1.7687684140720092, -3.0026115958925814, 2.195073678732239, -0.8583041778813412];1.685.286.444.000.080;62.522.950.700.018.500
[3.6115200000000067, -2.47526079];[-4.9999999972525275, -4.999999978672407, 4.999999998136493, -4.999999989926572, -4.999999999345205, 4.999999992267162, -4.999999999506661, 4.999999999805221, 4.999999999996721, 4.999999998105039];16.994.553.249.998.700;62.522.950.700.018.500
[3.314096640000014, -2.4999999999980194];[-5.0, -5.0, 5.0, -5.0, 5.0, -5.0, 1.2304066330331667, -5.0, -5.0, 5.0];17.116.851.119.999.700;2.194.719.079.998.320
[3.497391216000012, -2.3918229];[-2.5670917584042985, 3.408410443511155, -3.826653755596473, 0.9621905405797184, 3.9293817843444785, -2.5262271746626292, -2.4128000179798983, -4.422321014876989, -0.8321137687865292, 3.003485194499346];16.813.111.000.001.600;2.194.719.079.998.320
[3.0718245600000054, -2.499999999998528];[-3.745169432226684, -3.5064247970983415, -3.9045317313833516, -1.7351984411694295, 0.35136755134594644, -1.2302812483840113, -2.366177589775348, -2.281681843347736, -2.3165088418303976, -4.251294957614031];17.326.663.199.998.400;2.194.719.079.998.320
[3.5509806000000035, -2.2509444];[3.522158927569677, 3.4244274411387092, 2.7675889442761816, -0.4781084925579622, -2.8383590211089853, 0.5908759916525819, -1.3365475974990328, -2.1246664366145804, -2.1959697751092926, -4.134150076448992];16.711.001.309.996.900;2.194.719.079.998.320
[2.652238080000008, -2.495847374];[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 0.5888026057393114, -5.0, -5.0];1.720.698.080.000.000;2.194.719.079.998.320
[3.8815396560000077, -2.4999999999213838];[-1.110680951069555, 2.198412253055074, 1.6806784268406538, 1.2913177556029094, 1.1002864363751463, 4.070429627771597, 1.4485370523792254, -1.6494439137234296, 2.2450917610094203, 1.226294468886131];16.206.968.930.002.700;19.928.610.700.007.900
[3.54412994400001, -2.1259072];[1.1188888842628408, -3.2730428417005752, 3.6710136421302195, -4.9337991960628935, -3.7116728798569243, 1.0871596101703096, 3.747161339729745, -0.37994021115475984, 2.75140584390396, -3.197088284996436];16.373.999.210.004.600;19.928.610.700.007.900
[3.8082372480000015, -2.499999998770127];[-1.170159258776927, 3.2807463067216887, -0.7967005009271366, 3.4378972579203477, 4.169507492292789, -3.1971050328236594, -2.6590574610436373, 2.351649810574065, -0.00930263043013202, 3.6997977895515337];1.649.304.779.000.230;19.928.610.700.007.900
[3.5579943360000006, -1.8727973];[0.8528797128465948, 3.2417778388121583, 0.43952178264960295, 3.5640147269758966, -3.637768156798714, 4.3941577123455104, -3.4772286680381916, -3.9171391522583012, -2.4665574624310582, -1.4717264263642833];1.698.325.673.000.070;19.928.610.700.007.900
[2.9053479600000127, -2.4999999999965397];[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, 5.0, 2.306846389586287, -5.0];16.717.110.590.002.200;19.928.610.700.007.900
[3.414149784000009, -2.4999999999995115];[-1.2229404137115019, 0.22872493877318512, 0.2673857797947363, 1.1381733577259476, -1.6745779887296046, -3.8296411302847995, -2.019851558256587, -0.7420201410874663, 2.904544882913237, -4.187322629024765];16.947.679.629.997.500;30.580.267.999.961.500
[3.5590320000000037, -2.495676472];[-2.038231266985511, 3.60404229079014, 0.35488571894996745, 2.2091911375309596, -4.999853959817983, -4.049570718628832, -4.278385940767205, -0.058268712201653194, 4.948716010326464, 1.8774779186306132];17.184.649.240.004.300;30.580.267.999.961.500
[3.6793144080000117, -2.49999999999876];[1.1855346119392918, 3.32953654581177, -2.9716688294874274, -4.443234659589194, 0.41113166690120373, -4.571345896483899, 3.3331068509611814, 4.775477843247799, 4.222616944007971, -2.132516600976826];1.682.671.199.000.320;30.580.267.999.961.500
[3.6578027520000056, -1.980851];[5.0, 5.0, 1.9614328712933222, -5.0, -5.0, -5.0, -5.0, 0.42289542663247026, 4.75840400125324, 5.0];1.743.700.202.999.750;30.580.267.999.961.500
[3.6603245520000076, -1.9503043];[-1.8747282772724034, -3.6953312904162168, -1.1451425496227383, 3.1082419119829083, -0.26221485807056855, -0.05482695997136222, 4.744803942746081, 0.3082466312483323, 0.004473160984056257, 1.1259737611019425];16.351.118.530.001.200;30.580.267.999.961.500
[3.607130448000012, -2.499999999959521];[-2.2204817028834087, 3.5869195883220897, -0.3429606617650709, -2.778277071854713, 1.99665002313324, 0.872669805604759, 1.827144940148937, -5.0, 4.221728578611037, -2.3666194655384176];17.115.896.650.002.100;1.720.310.069.998.950
[3.3955200000000128, -2.4999999998956834];[5.0, -5.0, -5.0, -5.0, 5.0, 5.0, -5.0, 5.0, -5.0, -5.0];16.916.295.610.001.500;1.720.310.069.998.950
[3.974864832000005, -2.499999999999508];[5.0, 5.0, 5.0, -5.0, 5.0, 5.0, -5.0, 3.026803268646253, 3.7947242510266417, -5.0];16.990.333.329.996.700;1.720.310.069.998.950
[3.3651404640000075, -1.5774587];[-3.4730321145220033, -3.045814486355031, 0.40411082045853597, 2.7958237161608244, 3.3633277646333433, -2.6844677416382536, -4.971780570590766, 0.9402965185425058, -4.293592223890581, -0.44134139178934984];1.740.026.873.999.740;1.720.310.069.998.950
[3.673651752000004, -1.8970639999999999];[-1.6196893748002763, 0.5394058871926424, 0.8263151159971471, -1.7412664687080595, 3.0897197768612266, 3.915448636814835, 0.4591663354529487, -0.9786580402930101, 1.5898707252155422, -3.2038601059583702];167.244.014.099.997;1.720.310.069.998.950
[3.45463444800001, -2.4999999999992633];[-3.5274157193990536, -2.396496173897033, -4.663772736326204, 4.476808333474873, -2.0205118078426647, -4.999393022796721, 2.547522376874695, -3.60466744263722, 3.532040800858768, 3.3926700821355062];1.698.052.724.999.720;7.277.473.299.996.920
[3.6196260480000078, -2.499999999994554];[3.065241397209409, 2.0101298008980706, 1.3472777809616678, 0.5717770852616946, -1.5644880381890736, -1.6657173612996603, -4.195539610153171, 1.5001163474841075, 2.4163858715425146, -3.1099005542624143];16.878.199.859.999.500;7.277.473.299.996.920
[3.4273113120000116, -2.499999999995092];[-5.0, -5.0, 5.0, 5.0, -5.0, -5.0, -5.0, 3.970472236731535, 5.0, -2.4986526735916974];16.710.054.010.001.400;7.277.473.299.996.920
[3.110792904000001, -2.068559];[0.7878202293110803, -2.146657993998491, -4.955532336613102, 0.6345066428272714, -4.02262788264367, -4.965493297223205, -3.9010191336178264, -3.4714980144062206, 0.820687459805935, -1.9620034750476671];17.291.068.930.004.200;7.277.473.299.996.920
[3.3714107280000127, -2.499999999999672];[-2.4498483072917803, -0.12398921882701952, 1.9658319558897377, -3.9748154487367864, 1.1531179864122274, -2.237201454136302, 0.5723528843473087, -3.354142308235733, -4.548845859219812, 1.8813712149936883];16.896.701.560.000.600;7.277.473.299.996.920
[3.5904483360000015, -2.3192643];[5.0, -5.0, -5.0, -5.0, 5.0, 4.024452385252351, -5.0, 5.0, 5.0, -5.0];1.706.008.153.000.140;24.733.140.300.028.000
[3.316871808000013, -2.47431013];[5.0, 5.0, -5.0, -5.0, 1.530517126274149, -5.0, -5.0, -5.0, -5.0, 4.82837575648483];1.759.387.261.000.220;24.733.140.300.028.000
[3.90430519200001, -2.49999999999943];[-2.003925898919549, 5.0, 4.749096524499883, 0.5763838121350497, -4.823703397161747, -5.0, 5.0, 5.0, 0.05701399336575452, 5.0];16.872.795.580.001.500;24.733.140.300.028.000
[3.571762392000008, -2.499999999984019];[-4.813111830013866, 5.0, 5.0, -5.0, 5.0, -5.0, 2.972486214307848, 5.0, -5.0, -5.0];1.711.960.128.999.780;24.733.140.300.028.000
[3.8275200000000007, -2.1129165];[5.0, -5.0, -5.0, 5.0, 5.0, 5.0, -5.0, 5.0, 5.0, -5.0];16.657.352.320.000.000;24.733.140.300.028.000
[3.807317952000011, -2.4999999999988636];[-2.6277626947518415, -0.7566988398936871, -0.9175658961108866, 3.895755522180865, -4.281879380291502, 4.24911806447226, 0.5512179146435248, 5.0, 1.9594143964222868, 1.993116493595382];15.938.724.719.994.900;2.103.013.920.004.010
[3.8965646160000063, -2.3169943];[-5.0, -2.1196105325936148, 5.0, -5.0, 5.0, -4.683872804790397, 5.0, 5.0, 5.0, 5.0];16.222.439.479.996.600;2.103.013.920.004.010
[3.800533824000002, -2.3958005];[1.270297264672914, 2.6898543777044743, 5.0, -0.6115390525565507, 1.1898670100052104, 1.6038478398675906, 0.9822135810041352, -4.23757950901953, 3.8352943017542795, -2.9716194292916813];16.891.104.219.999.300;2.103.013.920.004.010
[3.3955200000000128, -2.408715];[5.0, 5.0, -5.0, -5.0, -5.0, 5.0, -5.0, -5.0, 5.0, -5.0];17.104.038.370.004.800;2.103.013.920.004.010
[3.6208298160000094, -2.4999999999967875];[-1.093879518886097, 1.105384369967359, 2.829430373375409, 3.0576525349496713, 4.377730376985641, 2.2698199001766275, -3.8127746619016087, -2.916564661874866, -4.576215157558014, -0.8095412980712355];1.680.889.193.000.030;2.103.013.920.004.010
[4.043520000000009, -2.499999999998613];[-5.0, 5.0, 5.0, 5.0, -5.0, 5.0, 5.0, 5.0, 5.0, -5.0];1.663.981.335.000.130;22.715.843.999.991.100
[3.6144401040000136, -1.186225];[0.329162119134514, 2.916749002039497, -5.0, 2.3772367707311677, 3.543730206776262, -2.704314984155032, -4.299938495120512, -5.0, 4.913076333282206, 3.05948954562532];16.988.363.480.003.300;22.715.843.999.991.100
[3.2792299200000015, -2.499999999884538];[-0.6264398241958427, -5.0, 5.0, -5.0, -5.0, -5.0, 5.0, 5.0, -4.757378589058809, -5.0];1.678.127.818.000.500;22.715.843.999.991.100
[3.5224474320000034, -2.4999999999996323];[1.4808249733445225, -0.28978675620459526, -5.0, -5.0, -5.0, 0.14770289756312227, 5.0, 4.537510620717303, -5.0, 5.0];16.658.570.820.000.000;22.715.843.999.991.100
[3.5361556560000036, -2.3817871999999998];[0.8963892052013565, 2.712297784281116, -2.945616757374128, -1.10102409494836, -3.5639729815206573, 0.7477870024360396, -1.7145662195142393, 1.025260780099809, 2.822239492325078, -2.3678814339945946];16.650.119.010.003.900;22.715.843.999.991.100
[3.5075082240000057, -2.499999999998515];[-5.0, -5.0, 0.3918978319284392, -5.0, 5.0, -5.0, 5.0, 5.0, 4.792766629084156, -5.0];16.599.782.950.000.300;2.306.435.329.996.740
[3.655719216000011, -2.123064];[1.9044080653533735, -3.583351460870772, 3.5827761919072785, -0.8983593193681987, 0.35770110219202955, -1.350019294688893, 0.7552931372516056, -1.7211353603816892, -1.7685047364145734, 4.7674746926520815];16.069.573.330.000.200;2.306.435.329.996.740
